Depth,OB,VP,Temp,PP,GR,NPHI,CALI,LITHO,RHOB,RDEP
94,439.83212104733195,1818.8315424676748,44.9343232,136.26873665280002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
95,442.66990127450345,1818.8315424676748,44.986816,137.718404064,64.4974823,,19.406000137,,1.7890000343,1.5749928951
96,445.5084142566342,1818.8315424676748,45.0393088,139.1680714752,64.4974823,,19.406000137,,1.7890000343,1.5749928951
97,448.34765429123854,1818.8315424676748,45.0918016,140.6177388864,64.4974823,,19.406000137,,1.7890000343,1.5749928951
98,451.18761577831776,1818.8315424676748,45.1442944,142.0674062976,64.4974823,,19.406000137,,1.7890000343,1.5749928951
99,454.02829321749493,1818.8315424676748,45.1967872,143.51707370879998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
100,456.86968120525773,1818.8315424676748,45.24928,144.96674112,64.4974823,,19.406000137,,1.7890000343,1.5749928951
101,459.711774432305,1818.8315424676748,45.3017728,146.41640853119998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
102,462.55456768099054,1818.8315424676748,45.3542656,147.8660759424,64.4974823,,19.406000137,,1.7890000343,1.5749928951
103,465.398055822861,1818.8315424676748,45.4067584,149.3157433536,64.4974823,,19.406000137,,1.7890000343,1.5749928951
104,468.2422338162835,1818.8315424676748,45.4592512,150.76541076479998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
105,471.0870967041577,1818.8315424676748,45.511744,152.215078176,64.4974823,,19.406000137,,1.7890000343,1.5749928951
106,473.93263961170965,1818.8315424676748,45.5642368,153.6647455872,64.4974823,,19.406000137,,1.7890000343,1.5749928951
107,476.77885774436345,1818.8315424676748,45.6167296,155.11441299839998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
108,479.6257463856874,1818.8315424676748,45.6692224,156.5640804096,64.4974823,,19.406000137,,1.7890000343,1.5749928951
109,482.4733008954107,1818.8315424676748,45.7217152,158.0137478208,64.4974823,,19.406000137,,1.7890000343,1.5749928951
110,485.3215167075091,1818.8315424676748,45.774208,159.463415232,64.4974823,,19.406000137,,1.7890000343,1.5749928951
111,488.17038932835385,1818.8315424676748,45.8267008,160.9130826432,64.4974823,,19.406000137,,1.7890000343,1.5749928951
112,491.0199143349255,1818.8315424676748,45.8791936,162.3627500544,64.4974823,,19.406000137,,1.7890000343,1.5749928951
113,493.87008737308486,1818.8315424676748,45.931686400000004,163.8124174656,64.4974823,,19.406000137,,1.7890000343,1.5749928951
114,496.72090415590253,1818.8315424676748,45.9841792,165.2620848768,64.4974823,,19.406000137,,1.7890000343,1.5749928951
115,499.5723604620432,1818.8315424676748,46.036672,166.711752288,64.4974823,,19.406000137,,1.7890000343,1.5749928951
116,502.4244521342017,1818.8315424676748,46.0891648,168.1614196992,64.4974823,,19.406000137,,1.7890000343,1.5749928951
117,505.27717507758996,1818.8315424676748,46.1416576,169.6110871104,64.4974823,,19.406000137,,1.7890000343,1.5749928951
118,508.13052525847263,1818.8315424676748,46.1941504,171.06075452160002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
119,510.98449870274817,1818.8315424676748,46.2466432,172.5104219328,64.4974823,,19.406000137,,1.7890000343,1.5749928951
120,513.8390914945753,1818.8315424676748,46.299136,173.960089344,64.4974823,,19.406000137,,1.7890000343,1.5749928951
121,516.694299775042,1818.8315424676748,46.3516288,175.4097567552,64.4974823,,19.406000137,,1.7890000343,1.5749928951
122,519.5501197408761,1818.8315424676748,46.404121599999996,176.8594241664,64.4974823,,19.406000137,,1.7890000343,1.5749928951
123,522.4065476431937,1818.8315424676748,46.4566144,178.30909157760001,64.4974823,,19.406000137,,1.7890000343,1.5749928951
124,525.2635797862878,1818.8315424676748,46.5091072,179.7587589888,64.4974823,,19.406000137,,1.7890000343,1.5749928951
125,528.1212125264526,1818.8315424676748,46.5616,181.2084264,64.4974823,,19.406000137,,1.7890000343,1.5749928951
126,530.9794422708421,1818.8315424676748,46.6140928,182.65809381120002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
127,533.8382654763642,1818.8315424676748,46.6665856,184.1077612224,64.4974823,,19.406000137,,1.7890000343,1.5749928951
128,536.6976786486056,1818.8315424676748,46.7190784,185.5574286336,64.4974823,,19.406000137,,1.7890000343,1.5749928951
129,539.5576783407897,1818.8315424676748,46.7715712,187.00709604480002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
130,542.4182611527639,1818.8315424676748,46.824064,188.456763456,64.4974823,,19.406000137,,1.7890000343,1.5749928951
131,545.2794237300158,1818.8315424676748,46.8765568,189.90643086720002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
132,548.141162762718,1818.8315424676748,46.9290496,191.3560982784,64.4974823,,19.406000137,,1.7890000343,1.5749928951
133,551.0034749847999,1818.8315424676748,46.9815424,192.8057656896,64.4974823,,19.406000137,,1.7890000343,1.5749928951
134,553.8663571730455,1818.8315424676748,47.0340352,194.2554331008,64.4974823,,19.406000137,,1.7890000343,1.5749928951
135,556.7298061462159,1818.8315424676748,47.086528,195.705100512,64.4974823,,19.406000137,,1.7890000343,1.5749928951
136,559.5938187641972,1818.8315424676748,47.1390208,197.15476792319998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
137,562.4583919271707,1818.8315424676748,47.1915136,198.6044353344,64.4974823,,19.406000137,,1.7890000343,1.5749928951
138,565.3235225748067,1818.8315424676748,47.2440064,200.05410274559998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
139,568.1892076854791,1818.8315424676748,47.2964992,201.5037701568,64.4974823,,19.406000137,,1.7890000343,1.5749928951
140,571.0554442755024,1818.8315424676748,47.348992,202.953437568,64.4974823,,19.406000137,,1.7890000343,1.5749928951
141,573.9222293983878,1818.8315424676748,47.4014848,204.40310497919998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
142,576.78956014412,1818.8315424676748,47.4539776,205.8527723904,64.4974823,,19.406000137,,1.7890000343,1.5749928951
143,579.6574336384526,1818.8315424676748,47.5064704,207.3024398016,64.4974823,,19.406000137,,1.7890000343,1.5749928951
144,582.5258470422223,1818.8315424676748,47.5589632,208.75210721279998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
145,585.3947975506799,1818.8315424676748,47.611456,210.201774624,64.4974823,,19.406000137,,1.7890000343,1.5749928951
146,588.2642823928401,1818.8315424676748,47.6639488,211.65144203519998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
147,591.1342988308469,1818.8315424676748,47.716441599999996,213.10110944640002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
148,594.004844159355,1818.8315424676748,47.7689344,214.5507768576,64.4974823,,19.406000137,,1.7890000343,1.5749928951
149,596.8759157049277,1818.8315424676748,47.8214272,216.00044426879998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
150,599.7475108254495,1818.8315424676748,47.87392,217.45011168000002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
151,602.6196269095527,1818.8315424676748,47.9264128,218.8997790912,64.4974823,,19.406000137,,1.7890000343,1.5749928951
152,605.4922613760594,1818.8315424676748,47.9789056,220.34944650239999,64.4974823,,19.406000137,,1.7890000343,1.5749928951
153,608.3654116734367,1818.8315424676748,48.0313984,221.79911391360002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
154,611.2390752792645,1818.8315424676748,48.0838912,223.2487813248,64.4974823,,19.406000137,,1.7890000343,1.5749928951
155,614.1132496997174,1818.8315424676748,48.136384,224.698448736,64.4974823,,19.406000137,,1.7890000343,1.5749928951
156,616.9879324690585,1818.8315424676748,48.1888768,226.14811614720003,64.4974823,,19.406000137,,1.7890000343,1.5749928951
157,619.8631211491456,1818.8315424676748,48.2413696,227.5977835584,64.4974823,,19.406000137,,1.7890000343,1.5749928951
158,622.7388133289485,1818.8315424676748,48.2938624,229.0474509696,64.4974823,,19.406000137,,1.7890000343,1.5749928951
159,625.6150066240787,1818.8315424676748,48.346355200000005,230.49711838080003,64.4974823,,19.406000137,,1.7890000343,1.5749928951
160,628.4916986763293,1818.8315424676748,48.398848,231.94678579200001,64.4974823,,19.406000137,,1.7890000343,1.5749928951
161,631.3688871532265,1818.8315424676748,48.4513408,233.3964532032,64.4974823,,19.406000137,,1.7890000343,1.5749928951
162,634.2465697475909,1818.8315424676748,48.5038336,234.84612061440004,64.4974823,,19.406000137,,1.7890000343,1.5749928951
163,637.1247441771088,1818.8315424676748,48.5563264,236.29578802560002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
164,640.003408183914,1818.8315424676748,48.6088192,237.7454554368,64.4974823,,19.406000137,,1.7890000343,1.5749928951
165,642.8825595341787,1818.8315424676748,48.661312,239.19512284799998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
166,645.7621960177136,1818.8315424676748,48.7138048,240.64479025920002,64.4974823,,19.406000137,,1.7890000343,1.5749928951
167,648.6423154475776,1818.8315424676748,48.7662976,242.0944576704,64.4974823,,19.406000137,,1.7890000343,1.5749928951
168,651.5229156596953,1818.8315424676748,48.8187904,243.5441250816,64.4974823,,19.406000137,,1.7890000343,1.5749928951
169,654.4039945124838,1818.8315424676748,48.8712832,244.9937924928,64.4974823,,19.406000137,,1.7890000343,1.5749928951
170,657.2855498864876,1818.8315424676748,48.923776000000004,246.443459904,64.4974823,,19.406000137,,1.7890000343,1.5749928951
171,660.1675796840211,1818.8315424676748,48.9762688,247.8931273152,64.4974823,,19.406000137,,1.7890000343,1.5749928951
172,663.0500818288198,1818.8315424676748,49.0287616,249.3427947264,64.4974823,,19.406000137,,1.7890000343,1.5749928951
173,665.9330542656979,1818.8315424676748,49.0812544,250.79246213759998,64.4974823,,19.406000137,,1.7890000343,1.5749928951
174,668.8164949602144,1818.8315424676748,49.1337472,252.2421295488,64.4974823,,19.406000137,,1.7890000343,1.5749928951
175,671.700401898346,1818.8315424676748,49.18624,253.69179696,64.4974823,,19.406000137,,1.7890000343,1.5749928951
176,674.5847730861665,1818.8315424676748,49.2387328,255.1414643712,64.4974823,,19.406000137,,1.7890000343,1.5749928951
177,677.4696065495339,1818.8315424676748,49.291225600000004,256.5911317824,64.4974823,,19.406000137,,1.7890000343,1.5749928951
178,680.3549003337833,1818.8315424676748,49.3437184,258.04079919360004,64.4974823,,19.406000137,,1.7890000343,1.5749928951
179,683.2406525034269,1818.8315424676748,49.396211199999996,259.4904666048,64.4974823,,19.406000137,,1.7890000343,1.5749928951
180,686.1268611418599,1818.8315424676748,49.448704,260.940134016,64.4974823,,19.406000137,,1.7890000343,1.5749928951
181,689.0135243510723,1818.8315424676748,49.5011968,262.38980142720004,64.4974823,,19.406000137,,1.7890000343,1.5749928951
182,691.9006402513677,1818.8315424676748,49.5536896,263.8394688384,64.4974823,,19.406000137,,1.7890000343,1.5749928951
183,694.7882069810862,1818.8315424676748,49.6061824,265.2891362496,64.4974823,,19.406000137,,1.7890000343,1.5749928951
184,697.6762226963348,1818.8315424676748,49.658675200000005,266.73880366080004,64.4974823,,19.406000137,,1.7890000343,1.5749928951
185,700.564685570722,1818.8315424676748,49.711168,268.188471072,64.4974823,,19.406000137,,1.7890000343,1.5749928951
186,703.453593795098,1818.8315424676748,49.7636608,269.6381384832,64.4974823,,19.406000137,,1.7890000343,1.5749928951
187,706.3429455773003,1818.8315424676748,49.8161536,271.0878058944,64.4974823,,19.406000137,,1.7890000343,1.5749928951
188,709.232739141905,1818.8315424676748,49.8686464,272.53747330560003,64.4974823,,19.406000137,,1.7890000343,1.5749928951
189,712.1229727299814,1818.8315424676748,49.9211392,273.9871407168,64.4974823,,19.406000137,,1.7890000343,1.5749928951
190,715.0136445988538,1818.8315424676748,49.973632,275.436808128,64.4974823,,19.406000137,,1.7890000343,1.5749928951
191,717.9047530218653,1818.8315424676748,50.0261248,276.8864755392,64.4974823,,19.406000137,,1.7890000343,1.5749928951
192,720.7962962881487,1818.8315424676748,50.0786176,278.3361429504,64.4974823,,19.406000137,,1.7890000343,1.5749928951
193,723.6882727024002,1818.8315424676748,50.1311104,279.7858103616,64.4974823,,19.406000137,,1.7890000343,1.5749928951
194,726.5806805846584,1818.8315424676748,50.1836032,281.2354777728,64.4974823,,19.406000137,,1.7890000343,1.5749928951
195,729.4735182700865,1818.8315424676748,50.236096,282.68514518399996,64.4974823,,19.406000137,,1.7890000343,1.5749928951
196,732.366784108761,1818.8315424676748,50.2885888,284.1348125952,64.4974823,,19.406000137,,1.7890000343,1.5749928951
197,735.2604764654607,1818.8315424676748,50.3410816,285.5844800064,64.4974823,,19.406000137,,1.7890000343,1.5749928951
198,738.1545937194638,1818.8315424676748,50.3935744,287.03414741759997,64.4974823,,19.406000137,,1.7890000343,1.5749928951
199,741.049134264346,1818.8315424676748,50.4460672,288.4838148288,64.4974823,,19.406000137,,1.7890000343,1.5749928951
200,743.9440965077828,1818.8315424676748,50.49856,289.93348224,64.4974823,,19.406000137,,1.7890000343,1.5749928951
201,746.839478871357,1818.8315424676748,50.5510528,291.3831496512,64.4974823,,19.406000137,,1.7890000343,1.5749928951
202,749.7352797903686,1818.8315424676748,50.603545600000004,292.83281706239995,64.4974823,,19.406000137,,1.7890000343,1.5749928951
203,752.6314977136477,1818.8315424676748,50.6560384,294.2824844736,64.4974823,,19.406000137,,1.7890000343,1.5749928951
204,755.5281311033722,1818.8315424676748,50.7085312,295.7321518848,64.4974823,,19.406000137,,1.7890000343,1.5749928951
205,758.4251784348878,1818.8315424676748,50.761024,297.18181929599996,64.4974823,,19.406000137,,1.7890000343,1.5749928951
206,761.322638196532,1818.8315424676748,50.8135168,298.6314867072,64.4974823,,19.406000137,,1.7890000343,1.5749928951
207,764.2205088894609,1818.8315424676748,50.8660096,300.0811541184,64.4974823,,19.406000137,,1.7890000343,1.5749928951
208,767.1187890274791,1818.8315424676748,50.9185024,301.53082152959996,64.4974823,,19.406000137,,1.7890000343,1.5749928951
209,770.0174771368729,1818.8315424676748,50.970995200000004,302.9804889408,64.4974823,,19.406000137,,1.7890000343,1.5749928951
210,772.9165717562461,1818.8315424676748,51.023488,304.430156352,64.4974823,,19.406000137,,1.7890000343,1.5749928951
211,775.8160714363592,1818.8315424676748,51.075980799999996,305.87982376319997,64.4974823,,19.406000137,,1.7890000343,1.5749928951
212,778.7159747399714,1818.8315424676748,51.1284736,307.3294911744,64.4974823,,19.406000137,,1.7890000343,1.5749928951
213,781.6162802416851,1818.8315424676748,51.1809664,308.7791585856,64.4974823,,19.406000137,,1.7890000343,1.5749928951
214,784.5169865277927,1818.8315424676748,51.2334592,310.22882599679997,64.4974823,,19.406000137,,1.7890000343,1.5749928951
215,787.4180921961276,1818.8315424676748,51.285952,311.678493408,64.4974823,,19.406000137,,1.7890000343,1.5749928951
216,790.3195958559165,1818.8315424676748,51.3384448,313.1281608192,64.4974823,,19.406000137,,1.7890000343,1.5749928951
217,793.2214961276342,1818.8315424676748,51.3909376,314.5778282304,64.4974823,,19.406000137,,1.7890000343,1.5749928951
218,796.1237916428612,1818.8315424676748,51.4434304,316.0274956416,64.4974823,,19.406000137,,1.7890000343,1.5749928951
219,799.026481044145,1818.8315424676748,51.4959232,317.4771630528,64.4974823,,19.406000137,,1.7890000343,1.5749928951
220,801.9295629848616,1818.8315424676748,51.548416,318.926830464,64.4974823,,19.406000137,,1.7890000343,1.5749928951
221,804.8330361290803,1818.8315424676748,51.6009088,320.3764978752,64.4974823,,19.406000137,,1.7890000343,1.5749928951
222,807.7368991514313,1818.8315424676748,51.6534016,321.8261652864,64.4974823,,19.406000137,,1.7890000343,1.5749928951
223,810.6411507369753,1818.8315424676748,51.7058944,323.2758326976,64.4974823,,19.406000137,,1.7890000343,1.5749928951
224,813.5457895810745,1818.8315424676748,51.7583872,324.7255001088,64.4974823,,19.406000137,,1.7890000343,1.5749928951
225,816.4508143892665,1818.8315424676748,51.81088,326.17516752,64.4974823,,19.406000137,,1.7890000343,1.5749928951
226,819.3562238771403,1818.8315424676748,51.8633728,327.6248349312,64.4974823,,19.406000137,,1.7890000343,1.5749928951
227,822.2620167702146,1818.8315424676748,51.915865600000004,329.0745023424,64.4974823,,19.406000137,,1.7890000343,1.5749928951
228,825.1681918038165,1818.8315424676748,51.9683584,330.5241697536,64.4974823,,19.406000137,,1.7890000343,1.5749928951
